id_pedido,id_producto,nombre_producto,categoria,id_proveedor,nombre_proveedor,cantidad_solicitada,estado_pedido,fecha_pedido,fecha_entrega,numero_factura
664,37,"Condón Control Retard x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",78,entregado,"2025-02-16 11:35:56","2025-03-02 11:35:56","FAC-000664"
665,15,"Cefalexina 500mg x20","Antibiótico",5,"Genfar S.A - Grupo Sanofi",18,entregado,"2025-04-30 23:30:13","2025-05-08 23:30:13","FAC-000665"
666,5,"Diclofenaco 50mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",43,entregado,"2023-11-15 07:21:37","2023-11-18 07:21:37","FAC-000666"
667,2,"Ibuprofeno 400mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",90,entregado,"2023-09-11 06:12:05","2023-09-21 06:12:05","FAC-000667"
668,4,"Aspirina 100mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",42,en proceso,"2023-11-06 17:36:09","2023-11-19 17:36:09",""
669,8,"Ketorolaco 10mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",18,entregado,"2024-11-11 15:21:59","2024-11-26 15:21:59","FAC-000669"
670,9,"Amoxicilina 500mg x21","Antibiótico",5,"Genfar S.A - Grupo Sanofi",91,aceptado,"2023-06-17 05:59:19","",""
671,45,"Lubricante Yes OB Natural 80ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",20,entregado,"2025-07-30 02:09:11","2025-08-06 02:09:11","FAC-000671"
672,44,"Lubricante Nuei Delay 100ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",95,entregado,"2023-05-12 00:36:09","2023-05-24 00:36:09","FAC-000672"
673,21,"Calcio + Vitamina D x60","Vitaminas y suplementos",6,"Tecnoquímicas S.A",59,aceptado,"2025-12-15 21:36:57","",""
674,23,"Hierro + Ácido Fólico x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",84,en proceso,"2024-05-31 06:21:06","2024-06-06 06:21:06",""
675,9,"Amoxicilina 500mg x21","Antibiótico",5,"Genfar S.A - Grupo Sanofi",90,entregado,"2025-07-17 23:52:08","2025-07-27 23:52:08","FAC-000675"
676,37,"Condón Control Retard x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",87,en proceso,"2023-01-03 14:59:47","2023-01-16 14:59:47",""
677,37,"Condón Control Retard x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",73,entregado,"2025-09-29 12:06:07","2025-10-12 12:06:07","FAC-000677"
678,29,"Hilo dental 50m","Cuidado personal",7,"Bayer S.A Colombia",16,entregado,"2025-09-23 01:43:23","2025-10-05 01:43:23","FAC-000678"
679,26,"Shampoo anticaspa 400ml","Cuidado personal",7,"Bayer S.A Colombia",52,en proceso,"2023-11-26 00:30:50","2023-12-16 00:30:50",""
680,12,"Metronidazol 500mg x14","Antibiótico",5,"Genfar S.A - Grupo Sanofi",12,en proceso,"2024-03-19 19:14:31","2024-03-24 19:14:31",""
681,27,"Crema hidratante facial 50ml","Cuidado personal",7,"Bayer S.A Colombia",64,en proceso,"2023-07-20 11:23:01","2023-08-03 11:23:01",""
682,9,"Amoxicilina 500mg x21","Antibiótico",5,"Genfar S.A - Grupo Sanofi",94,entregado,"2024-02-18 12:02:34","2024-02-21 12:02:34","FAC-000682"
683,6,"Meloxicam 15mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",72,entregado,"2024-05-22 06:57:32","2024-06-02 06:57:32","FAC-000683"
684,43,"Lubricante Pjur Original 30ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",93,en proceso,"2024-06-25 02:42:26","2024-07-12 02:42:26",""
685,35,"Condón Condomi Ultra x12","Condones",8,"Distribuidora Íntima de Colombia S.A.S",66,entregado,"2024-08-15 00:27:01","2024-08-18 00:27:01","FAC-000685"
686,14,"Claritromicina 500mg x14","Antibiótico",5,"Genfar S.A - Grupo Sanofi",15,aceptado,"2025-09-06 10:23:50","",""
687,9,"Amoxicilina 500mg x21","Antibiótico",5,"Genfar S.A - Grupo Sanofi",29,entregado,"2025-03-22 03:31:50","2025-04-06 03:31:50","FAC-000687"
688,18,"Vitamina D3 2000UI x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",54,entregado,"2023-10-12 13:11:32","2023-10-26 13:11:32","FAC-000688"
689,38,"Condón Lifestyles Ultra x12","Condones",8,"Distribuidora Íntima de Colombia S.A.S",59,entregado,"2024-03-02 08:31:59","2024-03-17 08:31:59","FAC-000689"
690,44,"Lubricante Nuei Delay 100ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",85,entregado,"2023-01-07 01:02:17","2023-01-10 01:02:17","FAC-000690"
691,26,"Shampoo anticaspa 400ml","Cuidado personal",7,"Bayer S.A Colombia",87,entregado,"2023-02-21 21:11:16","2023-02-25 21:11:16","FAC-000691"
692,47,"Lubricante Prudence Aqua 60ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",80,entregado,"2024-08-21 17:35:56","2024-08-26 17:35:56","FAC-000692"
693,31,"Desodorante roll-on 50ml","Cuidado personal",7,"Bayer S.A Colombia",24,en proceso,"2023-05-24 16:23:53","2023-05-30 16:23:53",""
694,35,"Condón Condomi Ultra x12","Condones",8,"Distribuidora Íntima de Colombia S.A.S",13,entregado,"2023-09-17 09:30:55","2023-09-24 09:30:55","FAC-000694"
695,37,"Condón Control Retard x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",35,en proceso,"2025-11-26 01:08:52","2025-12-14 01:08:52",""
696,24,"Magnesio 400mg x60","Vitaminas y suplementos",6,"Tecnoquímicas S.A",24,entregado,"2023-01-10 15:40:53","2023-01-22 15:40:53","FAC-000696"
697,5,"Diclofenaco 50mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",91,entregado,"2025-11-20 12:07:18","2025-11-28 12:07:18","FAC-000697"
698,46,"Lubricante Vive Sensitivo 50ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",61,en proceso,"2025-02-23 13:17:32","2025-03-08 13:17:32",""
699,26,"Shampoo anticaspa 400ml","Cuidado personal",7,"Bayer S.A Colombia",38,entregado,"2025-05-17 09:26:41","2025-05-20 09:26:41","FAC-000699"
700,27,"Crema hidratante facial 50ml","Cuidado personal",7,"Bayer S.A Colombia",17,entregado,"2024-12-09 02:55:17","2024-12-21 02:55:17","FAC-000700"
701,16,"Doxiciclina 100mg x10","Antibiótico",5,"Genfar S.A - Grupo Sanofi",23,en proceso,"2023-10-09 18:43:42","2023-10-17 18:43:42",""
702,19,"Complejo B x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",40,en proceso,"2023-04-28 21:47:23","2023-05-04 21:47:23",""
703,4,"Aspirina 100mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",83,entregado,"2023-01-15 04:32:11","2023-01-22 04:32:11","FAC-000703"
704,26,"Shampoo anticaspa 400ml","Cuidado personal",7,"Bayer S.A Colombia",47,entregado,"2023-02-09 11:01:02","2023-02-13 11:01:02","FAC-000704"
705,27,"Crema hidratante facial 50ml","Cuidado personal",7,"Bayer S.A Colombia",61,entregado,"2023-03-17 03:20:32","2023-03-22 03:20:32","FAC-000705"
706,13,"Clindamicina 300mg x16","Antibiótico",5,"Genfar S.A - Grupo Sanofi",17,entregado,"2023-04-07 09:54:50","2023-04-21 09:54:50","FAC-000706"
707,36,"Condón Prudence Fresa x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",35,entregado,"2024-11-04 13:24:24","2024-11-19 13:24:24","FAC-000707"
708,18,"Vitamina D3 2000UI x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",26,entregado,"2025-06-30 14:34:22","2025-07-10 14:34:22","FAC-000708"
709,6,"Meloxicam 15mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",18,entregado,"2024-12-11 19:18:19","2024-12-17 19:18:19","FAC-000709"
710,23,"Hierro + Ácido Fólico x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",50,entregado,"2023-07-04 05:29:31","2023-07-13 05:29:31","FAC-000710"
711,36,"Condón Prudence Fresa x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",30,entregado,"2024-03-14 03:50:51","2024-03-21 03:50:51","FAC-000711"
712,7,"Tramadol 50mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",83,entregado,"2023-11-22 14:10:45","2023-12-02 14:10:45","FAC-000712"
713,16,"Doxiciclina 100mg x10","Antibiótico",5,"Genfar S.A - Grupo Sanofi",53,entregado,"2024-02-13 02:17:15","2024-02-25 02:17:15","FAC-000713"
714,38,"Condón Lifestyles Ultra x12","Condones",8,"Distribuidora Íntima de Colombia S.A.S",60,en proceso,"2023-08-10 11:55:08","2023-08-19 11:55:08",""
715,47,"Lubricante Prudence Aqua 60ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",47,entregado,"2023-11-03 23:14:06","2023-11-13 23:14:06","FAC-000715"
716,34,"Condón Durex Extra Fino x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",31,aceptado,"2024-09-18 10:56:24","",""
717,30,"Crema dental blanqueadora 75ml","Cuidado personal",7,"Bayer S.A Colombia",38,aceptado,"2025-07-11 06:51:25","",""
718,31,"Desodorante roll-on 50ml","Cuidado personal",7,"Bayer S.A Colombia",85,entregado,"2025-06-26 02:24:08","2025-07-09 02:24:08","FAC-000718"
719,36,"Condón Prudence Fresa x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",82,entregado,"2025-06-26 02:45:10","2025-06-29 02:45:10","FAC-000719"
720,1,"Acetaminofén 500mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",68,entregado,"2025-01-12 12:10:04","2025-01-18 12:10:04","FAC-000720"
721,31,"Desodorante roll-on 50ml","Cuidado personal",7,"Bayer S.A Colombia",30,en proceso,"2024-07-25 10:33:22","2024-08-08 10:33:22",""
722,40,"Condón Protex x12","Condones",8,"Distribuidora Íntima de Colombia S.A.S",65,entregado,"2024-02-18 15:11:38","2024-03-01 15:11:38","FAC-000722"
723,12,"Metronidazol 500mg x14","Antibiótico",5,"Genfar S.A - Grupo Sanofi",12,en proceso,"2024-06-02 20:05:37","2024-06-09 20:05:37",""
724,33,"Condón Durex Natural x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",67,entregado,"2024-11-04 09:53:01","2024-11-12 09:53:01","FAC-000724"
725,16,"Doxiciclina 100mg x10","Antibiótico",5,"Genfar S.A - Grupo Sanofi",92,entregado,"2025-09-10 21:13:08","2025-09-13 21:13:08","FAC-000725"
726,30,"Crema dental blanqueadora 75ml","Cuidado personal",7,"Bayer S.A Colombia",70,entregado,"2025-10-21 23:54:18","2025-10-28 23:54:18","FAC-000726"
727,15,"Cefalexina 500mg x20","Antibiótico",5,"Genfar S.A - Grupo Sanofi",16,entregado,"2023-03-08 10:44:13","2023-03-22 10:44:13","FAC-000727"
728,32,"Gel antibacterial 500ml","Cuidado personal",7,"Bayer S.A Colombia",37,aceptado,"2024-01-31 07:19:55","",""
729,14,"Claritromicina 500mg x14","Antibiótico",5,"Genfar S.A - Grupo Sanofi",88,entregado,"2024-05-09 03:13:17","2024-05-21 03:13:17","FAC-000729"
730,48,"Lubricante Control Aqua 75ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",65,entregado,"2023-10-22 22:01:42","2023-10-31 22:01:42","FAC-000730"
731,42,"Lubricante Íntimo KY 75ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",94,entregado,"2025-02-05 10:35:40","2025-02-16 10:35:40","FAC-000731"
732,19,"Complejo B x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",65,en proceso,"2023-01-23 05:02:16","2023-02-09 05:02:16",""
733,26,"Shampoo anticaspa 400ml","Cuidado personal",7,"Bayer S.A Colombia",32,entregado,"2024-11-03 17:38:46","2024-11-15 17:38:46","FAC-000733"
734,2,"Ibuprofeno 400mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",93,entregado,"2025-03-03 05:24:45","2025-03-10 05:24:45","FAC-000734"
735,2,"Ibuprofeno 400mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",70,entregado,"2024-04-24 12:35:36","2024-05-04 12:35:36","FAC-000735"
736,5,"Diclofenaco 50mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",58,en proceso,"2024-02-02 01:11:46","2024-02-18 01:11:46",""
737,22,"Zinc 50mg x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",19,entregado,"2025-09-13 09:23:50","2025-09-24 09:23:50","FAC-000737"
738,17,"Vitamina C 1000mg x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",100,entregado,"2023-08-29 11:16:15","2023-09-03 11:16:15","FAC-000738"
739,32,"Gel antibacterial 500ml","Cuidado personal",7,"Bayer S.A Colombia",23,entregado,"2024-05-06 06:19:11","2024-05-19 06:19:11","FAC-000739"
740,1,"Acetaminofén 500mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",80,entregado,"2023-07-10 19:17:53","2023-07-25 19:17:53","FAC-000740"
741,15,"Cefalexina 500mg x20","Antibiótico",5,"Genfar S.A - Grupo Sanofi",77,entregado,"2024-08-23 05:54:59","2024-08-29 05:54:59","FAC-000741"
742,6,"Meloxicam 15mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",45,entregado,"2024-05-24 06:34:42","2024-06-04 06:34:42","FAC-000742"
743,43,"Lubricante Pjur Original 30ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",55,entregado,"2024-03-04 07:07:04","2024-03-10 07:07:04","FAC-000743"
744,31,"Desodorante roll-on 50ml","Cuidado personal",7,"Bayer S.A Colombia",59,en proceso,"2024-12-04 22:37:23","2024-12-14 22:37:23",""
745,14,"Claritromicina 500mg x14","Antibiótico",5,"Genfar S.A - Grupo Sanofi",22,entregado,"2025-08-29 13:07:08","2025-09-03 13:07:08","FAC-000745"
746,5,"Diclofenaco 50mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",91,entregado,"2024-05-22 15:53:59","2024-06-06 15:53:59","FAC-000746"
747,14,"Claritromicina 500mg x14","Antibiótico",5,"Genfar S.A - Grupo Sanofi",44,aceptado,"2023-06-13 10:34:26","",""
748,33,"Condón Durex Natural x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",74,entregado,"2023-06-07 07:47:04","2023-06-11 07:47:04","FAC-000748"
749,8,"Ketorolaco 10mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",89,entregado,"2025-10-26 10:35:55","2025-11-08 10:35:55","FAC-000749"
750,23,"Hierro + Ácido Fólico x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",35,entregado,"2024-04-27 19:10:01","2024-05-06 19:10:01","FAC-000750"
751,17,"Vitamina C 1000mg x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",40,entregado,"2024-01-08 18:36:03","2024-01-14 18:36:03","FAC-000751"
752,27,"Crema hidratante facial 50ml","Cuidado personal",7,"Bayer S.A Colombia",18,entregado,"2025-04-11 14:16:25","2025-04-26 14:16:25","FAC-000752"
753,4,"Aspirina 100mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",63,en proceso,"2025-04-10 01:48:55","2025-04-29 01:48:55",""
754,47,"Lubricante Prudence Aqua 60ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",77,entregado,"2025-02-04 08:54:30","2025-02-18 08:54:30","FAC-000754"
755,19,"Complejo B x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",22,en proceso,"2023-12-09 04:24:10","2023-12-22 04:24:10",""
756,19,"Complejo B x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",54,en proceso,"2024-10-07 06:04:38","2024-10-26 06:04:38",""
757,6,"Meloxicam 15mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",85,en proceso,"2025-02-28 23:37:58","2025-03-06 23:37:58",""
758,14,"Claritromicina 500mg x14","Antibiótico",5,"Genfar S.A - Grupo Sanofi",30,entregado,"2024-05-22 09:25:30","2024-05-27 09:25:30","FAC-000758"
759,37,"Condón Control Retard x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",16,entregado,"2023-05-16 14:57:35","2023-05-21 14:57:35","FAC-000759"
760,8,"Ketorolaco 10mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",23,entregado,"2024-08-12 06:57:24","2024-08-19 06:57:24","FAC-000760"
761,43,"Lubricante Pjur Original 30ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",54,entregado,"2023-11-20 08:34:55","2023-11-27 08:34:55","FAC-000761"
762,33,"Condón Durex Natural x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",61,entregado,"2023-04-25 04:14:05","2023-04-28 04:14:05","FAC-000762"
763,38,"Condón Lifestyles Ultra x12","Condones",8,"Distribuidora Íntima de Colombia S.A.S",24,en proceso,"2023-05-01 04:33:41","2023-05-17 04:33:41",""
764,47,"Lubricante Prudence Aqua 60ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",73,entregado,"2025-03-22 13:23:30","2025-04-04 13:23:30","FAC-000764"
765,42,"Lubricante Íntimo KY 75ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",24,en proceso,"2024-01-30 15:09:01","2024-02-19 15:09:01",""
766,28,"Jabón antibacterial 250ml","Cuidado personal",7,"Bayer S.A Colombia",63,entregado,"2024-02-11 22:11:52","2024-02-14 22:11:52","FAC-000766"
767,23,"Hierro + Ácido Fólico x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",28,entregado,"2024-09-30 18:41:25","2024-10-15 18:41:25","FAC-000767"
768,34,"Condón Durex Extra Fino x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",78,entregado,"2024-06-11 09:53:16","2024-06-23 09:53:16","FAC-000768"
769,2,"Ibuprofeno 400mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",67,entregado,"2024-06-04 07:09:12","2024-06-16 07:09:12","FAC-000769"
770,5,"Diclofenaco 50mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",84,entregado,"2023-01-13 17:36:56","2023-01-25 17:36:56","FAC-000770"
771,14,"Claritromicina 500mg x14","Antibiótico",5,"Genfar S.A - Grupo Sanofi",16,entregado,"2023-04-12 22:58:35","2023-04-22 22:58:35","FAC-000771"
772,33,"Condón Durex Natural x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",91,en proceso,"2023-07-29 03:45:38","2023-08-09 03:45:38",""
773,1,"Acetaminofén 500mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",78,entregado,"2025-04-25 03:06:39","2025-05-07 03:06:39","FAC-000773"
774,15,"Cefalexina 500mg x20","Antibiótico",5,"Genfar S.A - Grupo Sanofi",87,entregado,"2025-11-10 22:14:54","2025-11-15 22:14:54","FAC-000774"
775,41,"Lubricante Durex Play 50ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",95,entregado,"2025-09-14 21:51:17","2025-09-26 21:51:17","FAC-000775"
776,15,"Cefalexina 500mg x20","Antibiótico",5,"Genfar S.A - Grupo Sanofi",87,entregado,"2023-11-01 13:23:07","2023-11-10 13:23:07","FAC-000776"
777,1,"Acetaminofén 500mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",81,entregado,"2023-09-04 18:08:05","2023-09-12 18:08:05","FAC-000777"
778,5,"Diclofenaco 50mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",24,en proceso,"2023-03-06 04:54:46","2023-03-11 04:54:46",""
779,43,"Lubricante Pjur Original 30ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",64,aceptado,"2023-10-08 11:04:54","",""
780,39,"Condón Vive Placer Real x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",21,aceptado,"2025-02-13 21:59:16","",""
781,43,"Lubricante Pjur Original 30ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",86,entregado,"2025-07-09 05:20:51","2025-07-18 05:20:51","FAC-000781"
782,21,"Calcio + Vitamina D x60","Vitaminas y suplementos",6,"Tecnoquímicas S.A",36,entregado,"2023-01-07 00:23:07","2023-01-10 00:23:07","FAC-000782"
783,4,"Aspirina 100mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",56,entregado,"2025-06-29 17:10:22","2025-07-06 17:10:22","FAC-000783"
784,22,"Zinc 50mg x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",43,entregado,"2024-08-15 09:02:10","2024-08-27 09:02:10","FAC-000784"
785,28,"Jabón antibacterial 250ml","Cuidado personal",7,"Bayer S.A Colombia",93,aceptado,"2025-08-04 13:35:11","",""
786,23,"Hierro + Ácido Fólico x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",59,entregado,"2023-01-11 10:20:11","2023-01-25 10:20:11","FAC-000786"
787,36,"Condón Prudence Fresa x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",28,entregado,"2024-09-20 06:21:56","2024-09-28 06:21:56","FAC-000787"
788,15,"Cefalexina 500mg x20","Antibiótico",5,"Genfar S.A - Grupo Sanofi",35,aceptado,"2024-07-27 05:48:26","",""
789,6,"Meloxicam 15mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",47,en proceso,"2025-07-04 23:04:14","2025-07-24 23:04:14",""
790,14,"Claritromicina 500mg x14","Antibiótico",5,"Genfar S.A - Grupo Sanofi",69,entregado,"2024-10-11 09:28:41","2024-10-18 09:28:41","FAC-000790"
791,13,"Clindamicina 300mg x16","Antibiótico",5,"Genfar S.A - Grupo Sanofi",24,en proceso,"2023-12-02 09:34:10","2023-12-18 09:34:10",""
792,2,"Ibuprofeno 400mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",100,en proceso,"2025-10-31 01:36:51","2025-11-12 01:36:51",""
793,47,"Lubricante Prudence Aqua 60ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",93,entregado,"2025-06-18 05:51:12","2025-06-24 05:51:12","FAC-000793"
794,42,"Lubricante Íntimo KY 75ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",28,en proceso,"2025-11-24 08:28:06","2025-12-14 08:28:06",""
795,21,"Calcio + Vitamina D x60","Vitaminas y suplementos",6,"Tecnoquímicas S.A",25,entregado,"2023-09-21 11:35:36","2023-09-30 11:35:36","FAC-000795"
796,9,"Amoxicilina 500mg x21","Antibiótico",5,"Genfar S.A - Grupo Sanofi",47,entregado,"2024-02-01 14:06:41","2024-02-11 14:06:41","FAC-000796"
797,21,"Calcio + Vitamina D x60","Vitaminas y suplementos",6,"Tecnoquímicas S.A",69,aceptado,"2025-01-19 05:17:03","",""
798,47,"Lubricante Prudence Aqua 60ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",53,entregado,"2023-12-02 04:56:48","2023-12-07 04:56:48","FAC-000798"
799,36,"Condón Prudence Fresa x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",17,entregado,"2023-10-17 11:53:06","2023-10-29 11:53:06","FAC-000799"
800,9,"Amoxicilina 500mg x21","Antibiótico",5,"Genfar S.A - Grupo Sanofi",73,entregado,"2025-01-31 16:59:45","2025-02-08 16:59:45","FAC-000800"
801,31,"Desodorante roll-on 50ml","Cuidado personal",7,"Bayer S.A Colombia",24,aceptado,"2025-03-23 03:49:16","",""
802,18,"Vitamina D3 2000UI x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",45,entregado,"2025-12-21 22:30:29","2026-01-02 22:30:29","FAC-000802"
803,48,"Lubricante Control Aqua 75ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",18,aceptado,"2024-08-13 00:00:59","",""
804,25,"Protector solar SPF 50 50ml","Cuidado personal",7,"Bayer S.A Colombia",67,aceptado,"2024-03-26 13:21:27","",""
805,1,"Acetaminofén 500mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",81,en proceso,"2023-01-15 02:29:44","2023-01-31 02:29:44",""
806,47,"Lubricante Prudence Aqua 60ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",72,en proceso,"2024-09-05 20:47:42","2024-09-15 20:47:42",""
807,11,"Ciprofloxacino 500mg x10","Antibiótico",5,"Genfar S.A - Grupo Sanofi",51,en proceso,"2024-10-14 17:55:09","2024-11-03 17:55:09",""
808,8,"Ketorolaco 10mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",21,en proceso,"2024-07-23 14:53:55","2024-08-04 14:53:55",""
809,20,"Omega 3 1000mg x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",65,aceptado,"2023-01-08 09:57:18","",""
810,45,"Lubricante Yes OB Natural 80ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",93,en proceso,"2023-05-20 12:05:40","2023-05-31 12:05:40",""
811,18,"Vitamina D3 2000UI x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",52,en proceso,"2025-02-25 16:20:03","2025-03-05 16:20:03",""
812,44,"Lubricante Nuei Delay 100ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",20,entregado,"2025-07-24 05:45:17","2025-08-04 05:45:17","FAC-000812"
813,33,"Condón Durex Natural x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",99,entregado,"2023-07-14 13:56:09","2023-07-28 13:56:09","FAC-000813"
814,5,"Diclofenaco 50mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",80,en proceso,"2025-05-22 01:03:52","2025-06-03 01:03:52",""
815,23,"Hierro + Ácido Fólico x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",19,entregado,"2024-03-31 11:09:34","2024-04-07 11:09:34","FAC-000815"
816,35,"Condón Condomi Ultra x12","Condones",8,"Distribuidora Íntima de Colombia S.A.S",26,entregado,"2025-12-08 23:47:10","2025-12-17 23:47:10","FAC-000816"
817,37,"Condón Control Retard x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",49,aceptado,"2024-11-17 01:32:12","",""
818,28,"Jabón antibacterial 250ml","Cuidado personal",7,"Bayer S.A Colombia",52,en proceso,"2023-11-06 12:50:26","2023-11-13 12:50:26",""
819,40,"Condón Protex x12","Condones",8,"Distribuidora Íntima de Colombia S.A.S",28,en proceso,"2024-11-03 22:19:52","2024-11-08 22:19:52",""
820,36,"Condón Prudence Fresa x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",69,en proceso,"2025-01-24 11:27:24","2025-01-30 11:27:24",""
821,25,"Protector solar SPF 50 50ml","Cuidado personal",7,"Bayer S.A Colombia",49,entregado,"2023-01-15 17:12:01","2023-01-24 17:12:01","FAC-000821"
822,23,"Hierro + Ácido Fólico x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",28,en proceso,"2025-12-14 19:30:27","2025-12-22 19:30:27",""
823,4,"Aspirina 100mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",49,entregado,"2023-04-09 00:42:25","2023-04-18 00:42:25","FAC-000823"
824,43,"Lubricante Pjur Original 30ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",94,entregado,"2023-02-14 17:16:04","2023-03-01 17:16:04","FAC-000824"
825,25,"Protector solar SPF 50 50ml","Cuidado personal",7,"Bayer S.A Colombia",25,entregado,"2025-10-14 03:37:45","2025-10-22 03:37:45","FAC-000825"
826,28,"Jabón antibacterial 250ml","Cuidado personal",7,"Bayer S.A Colombia",44,entregado,"2025-08-28 20:50:47","2025-09-05 20:50:47","FAC-000826"
827,43,"Lubricante Pjur Original 30ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",10,entregado,"2024-06-21 03:37:08","2024-06-30 03:37:08","FAC-000827"
828,42,"Lubricante Íntimo KY 75ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",20,en proceso,"2023-06-18 19:12:09","2023-07-08 19:12:09",""
